q1,q2,q3,q4,q5,q6
-3.276537898344454580e-02,6.923190136604578937e-02,-1.202496579313098168e-01,-5.526861848267333862e-04,-8.179740053041904824e-02,-1.219162750904121371e-02
-3.162767877902589175e-02,6.978759141618089135e-02,-1.211380953816097866e-01,-4.605187499353047037e-04,-8.108282588293136417e-02,-1.137309116208651445e-02
-3.077125897973455662e-02,7.034586496789371757e-02,-1.220484984275872348e-01,-3.983033238717742053e-04,-8.064200091045455043e-02,-1.072829007368192138e-02
-3.013548260325417394e-02,7.111503888416052799e-02,-1.232529012950962788e-01,-1.104245116135956438e-04,-8.064753774319466384e-02,-1.041411968036967152e-02
-2.841892812031985432e-02,6.935296005168466171e-02,-1.210812501063106145e-01,-9.959645708354020665e-05,-7.761191536701994576e-02,-9.652225525274107584e-03
-2.512009343918425452e-02,6.421302253627129975e-02,-1.144142840915839537e-01,-2.677624101157711524e-04,-7.043570258196189815e-02,-8.381725063621151342e-03
-2.216899274740314132e-02,5.967141442962139997e-02,-1.086171314809266514e-01,-3.534739331506022895e-04,-6.407091659882513390e-02,-7.313638565196970732e-03
-1.944751888016011537e-02,5.586590058258602415e-02,-1.038540254814851183e-01,2.160237015371992923e-04,-5.867960983008355114e-02,-6.887658024687544171e-03
-1.792808433709360688e-02,5.281205572736482473e-02,-1.002656826652027627e-01,-1.877329356325593227e-03,-5.421298347416557417e-02,-4.572778546701309656e-03
-1.338852343045768625e-02,4.975937613193070347e-02,-9.635928732403517549e-02,6.343882927287746928e-03,-4.993344917814708517e-02,-1.012688626256013670e-02
-1.307884592960648247e-02,4.785391024273711463e-02,-9.454973497700315532e-02,2.243105793352640105e-03,-4.688978400216967796e-02,-6.491530470637449715e-03
-1.291565526937008684e-02,4.598658417964424094e-02,-9.281050729454874693e-02,-2.287330060829165235e-03,-4.388684909382775667e-02,-2.535403203667854592e-03
-1.127804494621973547e-02,4.447739913411115353e-02,-9.145935427739455836e-02,-1.172496290622448501e-03,-4.142334325674394691e-02,-2.946605193497252653e-03
-9.606106846805951421e-03,4.297655240977040630e-02,-9.011723650347441827e-02,7.377193987156624444e-05,-3.897239653083729022e-02,-3.459488343284460032e-03
-8.577207858823753320e-03,4.196490972776417000e-02,-8.961798276749795289e-02,-9.348514382486440241e-05,-3.707652278872833329e-02,-2.972049789825682766e-03
